"Face","Mean_Theta_Drug","Mean_Theta_NoDrug"
"V648",0.987463119780757,1.14324375925183
"V649",1.35830019882291,0.853947823932032
"V650",1.26277057301793,1.30662948056822
"V651",1.18287822119026,0.691794623385953
"V652",1.14537851729618,1.44673604848323
"V653",1.27146905786691,0.558834558686198
"V654",1.05022213241075,1.02099438589593
"V655",1.26562130025124,1.23958757580936
"V656",1.27393762492064,0.898089427930126
"V657",0.654352954920287,1.10705912035312
"V658",0.352201903199216,0.955924722756917
"V659",0.57961312649657,1.23204789754056
"V660",0.634698388813968,1.12950682731025
"V661",0.247818969043452,0.671371423530947
"V662",0.0675556976603586,0.396040262195369
"V663",0.247623564813636,0.64961432336367
"V664",0.163763244057066,0.622173892579874
"V665",0.603303388581301,1.1449093239252
"V666",0.367187658880726,0.916390841483209
"V667",0.372045648687515,0.843071955849163
"V668",0.399674953483473,0.876642509089483
"V669",0.617013811034083,1.05630041623965
"V670",0.407085450562308,0.806760580208218
"V671",0.613456957012555,1.11420239021199
"V672",0.599440524986785,0.99478184899272
"V673",1.25402589467769,1.419198706608
"V674",1.06977023346339,1.54342871910293
"V675",1.00794970300508,1.20441103590136
"V676",1.10751817015072,1.54416477457815
"V677",0.978005409101311,1.50218105397837
"V678",0.882649046297578,1.37568926839189
"V679",0.819260725349288,1.21971255222793
"V680",0.790585944958681,1.41355832703431
"V681",0.911368196248549,1.26125944312619
"V682",0.923494310689148,1.20545757221105
"V683",0.927732557110734,1.47489756326593
"V684",0.787893769589898,1.19554197086396
"V685",0.93441688637602,1.49385813642216
"V686",0.780778322284704,1.3698167392573
"V687",0.76570918644086,1.18839207423001
"V688",0.751819716914188,1.25539024706186
"V689",1.29256682379658,1.06912481040501
"V690",1.13986245586839,1.27586861562472
"V691",1.31454902890631,1.38302037338251
"V692",1.32552864964534,1.11293991472069
"V693",1.00438968410929,1.26968041297609
"V694",0.805861505178834,1.1291121047339
"V695",0.999305297868938,1.39140861288975
"V696",1.05863238078287,1.2099215775159
"V697",1.37984489116735,1.30466126179484
"V698",1.18217158149541,1.48350888753262
"V699",1.19806501029223,1.27651373415089
"V700",1.224706322064,1.32079440960345
"V701",1.4778943668615,1.0756873822486
"V702",1.25371979018057,1.04946699006467
"V703",1.48198703521332,1.178336289979
"V704",1.54596323480933,1.01185135271584
"V705",1.55878550359317,-0.353543328382113
"V706",1.42449887113556,0.073026523847088
"V707",1.39608427995609,-0.306897457093648
"V708",1.48795808242565,-0.127986303208748
"V709",1.39732385467525,0.53401553236959
"V710",1.39706935708949,0.89535322781097
"V711",1.36130075531463,0.31691839617323
"V712",1.43987056408798,0.377629781447715
"V713",1.33427582884421,-0.132126876184677
"V714",1.37013638912849,0.00661715566022616
"V715",1.42623521713486,0.122019785036372
"V716",1.34063884076436,0.082285992790989
"V717",1.32497177535262,-0.0313828454145802
"V718",1.39736422282172,0.152244089197719
"V719",1.22051725561961,-0.014601542283399
"V720",1.12972478750051,0.0839908756355195
"V721",1.38964817051644,1.07439698982409
"V722",1.48789148623862,1.1050053612014
"V723",1.43757425157162,0.91354891560498
"V724",1.52957976329919,0.858817915891468
"V725",1.61040708150188,1.13430028192902
"V726",1.676970882667,1.08708151786571
"V727",1.6805737565874,1.05020103161285
"V728",1.79170255615986,1.03363561903429
"V729",1.59365174224209,0.772057173619241
"V730",1.55844557956161,0.944942620743879
"V731",1.6690470035263,0.960411634522956
"V732",1.74698459104608,0.904073842950542
"V733",1.68987879806044,0.836065445854066
"V734",1.82551332822727,0.972358410172102
"V735",1.74774289660876,0.803490889536436
"V736",1.7857083994396,0.896734165417408
"V737",1.22025908026547,0.112208151764306
"V738",1.35443405621121,0.156572217395246
"V739",1.4103692675799,0.287461815826435
"V740",1.38275162449289,0.284068640426221
"V741",1.43472023221358,0.282091436687342
"V742",1.40977439109124,0.662222601556734
"V743",1.47745787726543,0.657947091594681
"V744",1.47654877744608,0.568554780279012
"V745",1.55024032296609,0.493326623055058
"V746",1.4892362869946,0.391544855056324
"V747",1.48274507226801,0.39465463156262
"V748",1.57590137346745,0.659803421136227
"V749",1.48084830455228,0.500436675862218
"V750",1.59738556968116,0.615162745395765
"V751",1.67219421631781,0.708120981069077
"V752",1.65603995816216,0.737691879419257
"V753",1.18190171852563,0.176799618989571
"V754",1.43690269962127,0.344165617860805
"V755",1.2727033936792,0.178468513835866
"V756",1.24103599548732,0.246598011376753
"V757",1.54028140830062,0.568673326091569
"V758",1.64762110644714,0.785102805184386
"V759",1.55252324559041,0.607345740737137
"V760",1.56642578190501,0.646000453652779
"V761",1.29881083575014,0.295188068759511
"V762",1.45383855189015,0.373818387103281
"V763",1.41439342852018,0.437752142940485
"V764",1.42669275768223,0.491275463238701
"V765",1.20801876625671,0.356314185253049
"V766",1.38364549012237,0.543070693277538
"V767",1.23550702021836,0.419275605448613
"V768",1.23418590442409,0.459664990471442
"V769",-0.194871153877796,-0.188000377466717
"V770",-0.779272358999758,-0.781574136204824
"V771",-0.346496419527887,-0.325078984213129
"V772",0.0396314330622002,0.0671124929430312
"V773",-0.989835766671489,-1.01607378914522
"V774",-1.06931012472619,-1.1049161798102
"V775",-0.935484420145676,-0.987178768299564
"V776",-0.747605340436622,-0.727391972126865
"V777",-0.135554207732496,-0.120090006032227
"V778",-0.735946258225572,-0.811718588160577
"V779",-0.52807203625543,-0.482483704336714
"V780",-0.538772483353923,-0.550779543288174
"V781",0.0405317125495729,0.0751753007976668
"V782",-0.350934178631375,-0.2898501834457
"V783",-0.041244459144366,-0.103147612928572
"V784",-0.0198571238028022,0.0982248508654022
"V785",-1.07814424795781,-1.16009632660259
"V786",-1.11887736201111,-1.22292529831443
"V787",-1.04001641121877,-1.13674106961306
"V788",-1.01179106636788,-0.949601656070613
"V789",-1.19291888623944,-1.28637727059575
"V790",-1.21997279026124,-1.32913305427458
"V791",-1.22090577782255,-1.24253311078026
"V792",-1.13755063903195,-1.0345386324662
"V793",-0.978689477685878,-0.933055600250952
"V794",-1.09422798597638,-1.19355917855899
"V795",-1.0733931528439,-1.00505668828517
"V796",-1.04763584308557,-0.959353113781517
"V797",-0.90704334756597,-0.741313990938123
"V798",-1.00394160826904,-0.787986802759663
"V799",-0.884628302028132,-0.690495229150833
"V800",-0.830690498536258,-0.591285654818354
"V801",-0.0586180848787946,-0.0300313409931617
"V802",-0.423151923669172,-0.378444569843703
"V803",-0.301096900134174,-0.180398841915574
"V804",-0.385419150015597,-0.271950074650721
"V805",-0.747143269971621,-0.763352608566335
"V806",-0.991339491600791,-1.08789732975559
"V807",-0.883350310779673,-0.864892323944263
"V808",-0.861493567923807,-0.882999074244922
"V809",-0.553286827463338,-0.386939235225881
"V810",-0.616864792953998,-0.517708550948123
"V811",-0.645578866510308,-0.5864874929184
"V812",-0.770133845037004,-0.6758506046872
"V813",-0.573791379133319,-0.427323991902648
"V814",-0.762029438933873,-0.687854427260201
"V815",-0.698090428202413,-0.513392407862085
"V816",-0.689228355323349,-0.505027130585113
"V817",-0.0869187150900361,0.136612638966671
"V818",-0.322561719286503,-0.0877916450261704
"V819",-0.124959210266378,0.0702815653254436
"V820",-0.140260887107696,0.203483378067181
"V821",-0.50570549372147,-0.267855946476315
"V822",-0.639922014381973,-0.389352996900758
"V823",-0.512087825925562,-0.292786929784047
"V824",-0.464955084035946,-0.165696962794668
"V825",-0.172790607076267,0.127310913742859
"V826",-0.370501465347974,-0.149969208896012
"V827",-0.322598088867022,-0.00846855183907044
"V828",-0.3459750291774,-0.058851510867143
"V829",-0.139565159454883,0.224706292607997
"V830",-0.294988855702776,0.0524232464959693
"V831",-0.121476912661545,0.168856152126107
"V832",-0.105339591657475,0.228877151575514
"V833",-1.21552263341575,-1.36403179245537
"V834",-1.20709569535273,-1.40215471183413
"V835",-1.18329652374826,-1.30578297548087
"V836",-1.15634676225855,-1.12423249612716
"V837",-1.22577967328754,-1.41549743784421
"V838",-1.25105580277687,-1.40219165531742
"V839",-1.1937457748857,-1.30790182917657
"V840",-1.17826914810887,-1.14296064156454
"V841",-1.12192295304503,-1.07198235435765
"V842",-1.1844467532176,-1.30565357563536
"V843",-1.14814823850887,-1.13047853491282
"V844",-1.12988552733882,-1.08278714474547
"V845",-1.10260363419517,-0.934003528807391
"V846",-1.09333398886285,-0.95998680717654
"V847",-1.06356348868883,-0.880813069156064
"V848",-1.03075109809324,-0.745241978381734
"V849",-1.30172974011966,-1.42828176544791
"V850",-1.34880482862888,-1.47246218629611
"V851",-1.29414278472098,-1.38535357838317
"V852",-1.25948009178506,-1.17609389953568
"V853",-1.37614705668227,-1.49410293030281
"V854",-1.42137558390283,-1.482623864775
"V855",-1.37654231571853,-1.35755923192366
"V856",-1.27249895193767,-1.07890784125521
"V857",-1.22236980315322,-1.03729761933744
"V858",-1.31703864234448,-1.39990163316731
"V859",-1.27974124398256,-1.14507623484707
"V860",-1.26521176371664,-0.894971895111021
"V861",-1.14288499139036,-0.869176794976906
"V862",-1.13495432187696,-0.746131687575623
"V863",-1.06111579719026,-0.668018910969217
"V864",-0.983648021750797,-0.54160527447687
"V865",-0.99690940086366,-0.668609411204089
"V866",-1.08288943779623,-0.897585587763569
"V867",-1.03564866801411,-0.760678317787907
"V868",-1.02333717575416,-0.628007394676282
"V869",-1.15227519991858,-1.10678253973481
"V870",-1.21386094423866,-1.33616984201635
"V871",-1.22093567225388,-1.16788455454925
"V872",-1.18974192175595,-1.10160478189946
"V873",-1.07617627920694,-0.728303262111595
"V874",-1.15346125716203,-0.974740387957821
"V875",-1.11407923009223,-0.836098446295239
"V876",-1.1686014687418,-0.909971975427306
"V877",-1.009909853629,-0.559570078324632
"V878",-1.12090609325666,-0.769944759821333
"V879",-1.04026577054961,-0.625407279776642
"V880",-0.958930133362349,-0.471362564416294
"V881",-0.928737642160955,-0.570450021714792
"V882",-0.936430074010625,-0.49387804372577
"V883",-0.897145383217198,-0.4298567596401
"V884",-0.806238430748167,-0.32612825957634
"V885",-0.932833002093965,-0.453365262848292
"V886",-0.86774894334824,-0.380818795383045
"V887",-0.825302153965339,-0.297059010248773
"V888",-0.731366755636243,-0.203336535568073
"V889",-0.713851846413738,-0.201235727568154
"V890",-0.876187540506467,-0.362469317339
"V891",-0.77782939720395,-0.287746694758843
"V892",-0.686734069864064,-0.142272148040171
"V893",-0.648134324698752,-0.125879050501239
"V894",-0.619701982885094,-0.0645022232585728
"V895",-0.567026846515717,0.00382705138980403
"V896",-0.518765132410645,0.0814283058053763
"V897",-0.0715701279703639,0.22524417097458
"V898",-0.310384950843643,0.0456140456042044
"V899",-0.254630647890313,0.0840086753413221
"V900",-0.243352866639125,0.143777253058077
"V901",-0.471672994482593,-0.135273216703636
"V902",-0.642044240529193,-0.352239503334943
"V903",-0.583829625056128,-0.265719666791264
"V904",-0.57404809122591,-0.210259728498731
"V905",-0.358789072448125,0.00452869024122102
"V906",-0.423137594640674,-0.0677193276857724
"V907",-0.418268590277539,-0.0287780798714015
"V908",-0.520108606993078,-0.146927829285352
"V909",-0.340200557136756,0.0838086445932845
"V910",-0.500064316017791,-0.0643512003965434
"V911",-0.442290771360936,-0.0121252884033858
"V912",-0.407328505587687,0.0714197362623708
"V913",-0.830272123368984,-0.563701891966874
"V914",-1.0089002357603,-0.74985025982898
"V915",-0.919219715056484,-0.645279430940374
"V916",-0.927375580572203,-0.58663451341055
"V917",-1.14576442790113,-0.992650889121255
"V918",-1.21034016212776,-1.27258145130355
"V919",-1.14119799756142,-1.09240439455837
"V920",-1.13531644121097,-1.05370952999436
"V921",-1.00482027384532,-0.677716758639892
"V922",-1.06328661310305,-0.839703762084148
"V923",-1.06510278645395,-0.787855033887134
"V924",-1.10462463905642,-0.903293632184056
"V925",-0.983488912035318,-0.618130781463564
"V926",-1.07731417864534,-0.834235208397562
"V927",-1.02631799903165,-0.707598387767117
"V928",-0.985878015370543,-0.65867686538378
"V929",-0.528147409110146,-0.03409728418509
"V930",-0.620515565116155,-0.186926491245106
"V931",-0.586346109598082,-0.0918062804285935
"V932",-0.633987910376904,-0.200460785112437
"V933",-0.693350996932263,-0.345018538492636
"V934",-0.759578498755782,-0.463565478037931
"V935",-0.753389793140202,-0.419695011884071
"V936",-0.867812901843073,-0.509585332230187
"V937",-0.693022712848784,-0.279052733989934
"V938",-0.693309582134924,-0.264357743099936
"V939",-0.76917225401465,-0.373162770570501
"V940",-0.822424089011556,-0.464193893509008
"V941",-0.765164232628246,-0.37555495533939
"V942",-0.910312183376963,-0.551868249702976
"V943",-0.829286183225383,-0.48162242901392
"V944",-0.907360746630127,-0.576649303947273
"V945",-0.491293681702152,0.0776510307395654
"V946",-0.599193269985843,-0.0983943140211367
"V947",-0.550662886112812,-0.0137026105562826
"V948",-0.513272982456033,0.0820096726188206
"V949",-0.741726854202338,-0.291349839679776
"V950",-0.862370648257753,-0.489979720054491
"V951",-0.814223962824737,-0.377746956533756
"V952",-0.747256426339493,-0.259121776559877
"V953",-0.539402908346561,-0.00778510586217655
"V954",-0.669777593907701,-0.196018808389932
"V955",-0.631506747558457,-0.0739394013375014
"V956",-0.652638499054982,-0.153033850557859
"V957",-0.484466527239554,0.10037136209716
"V958",-0.595857259126459,-0.0477090096927607
"V959",-0.533397080411791,0.0256998636625123
"V960",-0.476542623885945,0.155170163164011
"V961",-0.075022333821943,0.248220392061535
"V962",-0.202312075248336,0.144024793869912
"V963",-0.0592619291700026,0.29457555705496
"V964",-0.0415730645900449,0.285837322601544
"V965",-0.31387051627283,0.0924733821470739
"V966",-0.344857399525599,0.106274711900424
"V967",-0.275707606853281,0.17855580437566
"V968",-0.21520236602586,0.180190569405101
"V969",0.0116597680803571,0.34854407648228
"V970",-0.191417167397585,0.198070438695417
"V971",-0.145675449477637,0.19642519394924
"V972",-0.0859807798730991,0.28322319240316
"V973",0.028020730398411,0.32385165576408
"V974",-0.0605188256748506,0.265663516502219
"V975",0.0857604564386906,0.421311711338077
"V976",0.116824951015881,0.38711782688758
"V977",-0.40466606325566,0.104210622268267
"V978",-0.438805304299277,0.11785831511107
"V979",-0.397292431601719,0.193096856897321
"V980",-0.352122994993024,0.208957991910766
"V981",-0.42535897357912,0.134667654406975
"V982",-0.418993740796952,0.182056780453124
"V983",-0.377202998510855,0.235691160781772
"V984",-0.30597744904775,0.273945166435188
"V985",-0.281505715649916,0.320070121805142
"V986",-0.392659264960553,0.200936617507562
"V987",-0.330829381958411,0.230120471253841
"V988",-0.275174570877009,0.344011457541084
"V989",-0.281607060684574,0.31635392861262
"V990",-0.255057306713288,0.360253662568897
"V991",-0.2045717215229,0.436283370833768
"V992",-0.207879494044644,0.417769449545104
"V993",0.149556769820116,0.507986511721244
"V994",-0.0371899189499996,0.399420829012635
"V995",0.0134356994948889,0.345763533573098
"V996",0.0711704410299244,0.498349101853635
"V997",-0.184099595226542,0.289572435390771
"V998",-0.364228915496468,0.187521233296254
"V999",-0.290340229721757,0.202060945510051
"V1000",-0.254840186274337,0.29242594340175
"V1001",-0.116357695873319,0.373869268805872
"V1002",-0.142134707908098,0.277722100236858
"V1003",-0.133515335375149,0.402779212310987
"V1004",-0.221244840297842,0.298795143148563
"V1005",-0.0643536838601735,0.483405292603404
"V1006",-0.218165573957723,0.404455456227794
"V1007",-0.181810491124081,0.380865233582416
"V1008",-0.0947895008102697,0.504702343165556
"V1009",0.161930653402392,0.451966517558561
"V1010",0.081404502235918,0.441158727059586
"V1011",0.191080304737305,0.606606264501333
"V1012",0.210114909804832,0.545274303243584
"V1013",-0.0463223442297414,0.456804425919024
"V1014",-0.066916636912378,0.474369674199739
"V1015",0.0217913844148473,0.58654871922695
"V1016",0.0301367527566162,0.573650703417931
"V1017",0.258012526306001,0.724010348099427
"V1018",0.115134481639487,0.593343606873288
"V1019",0.112700224547987,0.54262681717234
"V1020",0.199078130962192,0.732014071906554
"V1021",0.21621917483608,0.644951311725055
"V1022",0.195520917789917,0.669744868106671
"V1023",0.331816514751919,0.845242541542147
"V1024",0.390675704623129,0.816047392836208
"V1025",-1.3247135384507,-1.16573346788816
"V1026",-1.82837865096938,-1.43774344556739
"V1027",-1.44134444070342,-1.26404022080247
"V1028",-1.19190178919305,-1.21259592431861
"V1029",-1.8185925151066,-1.50775788585175
"V1030",-1.85954395446046,-1.5362061250428
"V1031",-1.81548788023377,-1.54930532363634
"V1032",-1.77815070697549,-1.6561014837819
"V1033",-1.297497675404,-1.29426256755321
"V1034",-1.78319083998217,-1.49147862927242
"V1035",-1.618563477829,-1.54132652478921
"V1036",-1.53849734933244,-1.52024706354473
"V1037",-1.22767826202823,-1.32129444291422
"V1038",-1.45967899886477,-1.53847062185062
"V1039",-1.27645830674624,-1.35539093652441
"V1040",-1.19989226339962,-1.35753689428594
"V1041",-1.89678257943959,-1.56264990002695
"V1042",-1.8817673696049,-1.71406753278255
"V1043",-1.82957927812679,-1.63828984466849
"V1044",-1.86456548217056,-1.85133770736779
"V1045",-1.85949351447743,-1.7376113633717
"V1046",-1.75771997788536,-1.73458342565018
"V1047",-1.75751124330031,-1.71124930680633
"V1048",-1.79304358555465,-2.01749565724129
"V1049",-1.79141870459152,-1.92186759603973
"V1050",-1.80655040981705,-1.74510187482675
"V1051",-1.83124949663902,-1.91970779093065
"V1052",-1.76642884429527,-1.92096104600582
"V1053",-1.82361983086799,-1.9876633538986
"V1054",-1.81126614260472,-2.06803048289075
"V1055",-1.77202187892792,-2.05508814797172
"V1056",-1.77247382339067,-2.12694950696365
"V1057",-1.23430710423608,-1.35920146911764
"V1058",-1.44702435263867,-1.54767195803828
"V1059",-1.41335571186652,-1.57886780548938
"V1060",-1.42301477175567,-1.61079149900552
"V1061",-1.73117558006053,-1.66523375227562
"V1062",-1.81073360341884,-1.5706969892521
"V1063",-1.84291525630236,-1.75578310411099
"V1064",-1.79458453043783,-1.78572831260147
"V1065",-1.58969732439943,-1.75889585331381
"V1066",-1.63117313426434,-1.70668108204939
"V1067",-1.67442329193314,-1.73165795152262
"V1068",-1.7715715276767,-1.88429656888429
"V1069",-1.57009668297148,-1.81015200154935
"V1070",-1.76345474624263,-1.90950184124988
"V1071",-1.7251735939731,-1.94516581266492
"V1072",-1.70250924165545,-2.04765404757395
"V1073",-1.17049385370192,-1.36911572030448
"V1074",-1.36350084274029,-1.62054866990349
"V1075",-1.21474688427834,-1.42355409475326
"V1076",-1.2072532885716,-1.41580837734941
"V1077",-1.53105584823941,-1.84119808508851
"V1078",-1.61721229017559,-2.11021424826887
"V1079",-1.5359796939519,-1.95747718757867
"V1080",-1.50151127018707,-1.95625841981379
"V1081",-1.24850162282588,-1.49561538382343
"V1082",-1.4047597140266,-1.68518394700135
"V1083",-1.37285403127152,-1.68956651344287
"V1084",-1.38934980931792,-1.76390713419758
"V1085",-1.26860767580641,-1.46271165240277
"V1086",-1.38987672888921,-1.71241509150895
"V1087",-1.30959402680791,-1.53154817915986
"V1088",-1.34264477268536,-1.49743516845514
"V1089",-1.67148746118942,-1.80946959147325
"V1090",-1.62199761513063,-1.79782759968733
"V1091",-1.59729715824145,-1.81099138464927
"V1092",-1.65500614266583,-2.14190059161442
"V1093",-1.56459607399263,-1.78209279136477
"V1094",-1.46694997508654,-1.84827136966286
"V1095",-1.49201290767933,-1.88488534182771
"V1096",-1.57103103833991,-2.17098246683307
"V1097",-1.5990808701034,-2.19816866878657
"V1098",-1.54981817936293,-1.84566220701528
"V1099",-1.63053090843821,-2.18085823661271
"V1100",-1.55876273198354,-2.2431700055327
"V1101",-1.65335272726094,-2.42979708110551
"V1102",-1.66248069662676,-2.44843177188449
"V1103",-1.64326453327139,-2.4434844226128
"V1104",-1.72090296807057,-2.56445480282624
"V1105",-1.36111012624662,-1.90097130098437
"V1106",-1.29962108134047,-2.07805420653867
"V1107",-1.30858773960962,-1.99251862924799
"V1108",-1.37219099297933,-2.39148143607296
"V1109",-1.12053516831463,-2.35453556995254
"V1110",-0.807994996232907,-2.84902377953767
"V1111",-0.988183518310923,-2.51358909612511
"V1112",-1.1352734063231,-2.797302432987
"V1113",-1.30787025743833,-2.4302629195453
"V1114",-1.23670378885428,-2.16139664366792
"V1115",-1.26145572101431,-2.5607560874389
"V1116",-1.17730726953971,-2.64344953438571
