Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18
428279,426581,428804,429235,430126,431241,431438,432448,432149,433103,433240,432116,433021,434381,433856,430688,429874,429900
